黑寡婦 | 動作 冒險 | 上映日期：2021-07-14 | 漫威影業2020年的首部重頭戲，是粉絲請求多時，終於實現的《黑寡婦》個人電影，黑寡婦在漫威電影宇宙中舉足輕重，10多年來參與了7部電影。現在，娜塔莎羅曼諾夫，也就是大家所熟知的黑寡婦，終於踏上個人的旅程，讓粉絲看到她不為人知的一面。故事時間點設定在《美國隊長 英雄內戰》之後，娜塔莎因為幫助了美國隊長而踏上流亡之路，當她發現一個與過去有關的陰謀時，她必須全球追蹤，回頭面對她神祕的間諜生涯，同時逃過反派「模仿大師」的追殺。          
隱瞞之事 秘密之事是什麼？ | 動畫 | 上映日期：2021-08-07 | 隱藏的事是什麼呢？
畫著有點低級的漫畫之漫畫家後藤可久士，獨生女是小學四年級生的小姬，可久士，不管任何的事都是以愛女小姬為優先。
而慣父可久士不想讓女兒小姬知道的事情。那就是….。自己身為『漫畫家』的工作。
然後…。
小姬的母親行蹤去向，可久士的後悔、小姬的決心，父親為了女兒而展開的愛與歡笑的“隱瞞之事”
那些箱子將一個個被解開並開啟未來----【關於電影】電視動畫影集《隱瞞之事》於2020年4月公開後，廣獲好評。今年剛好慶祝久米田康治老師在漫畫界的第30個年頭，將以此作品為紀念，用電視版本重新編輯且加入新作畫的畫面，另外描述電視影集內所沒說到的最後故事。      
隱瞞之事 秘密之事是什麼？ | 動畫 | 上映日期：2021-08-07 | 隱藏的事是什麼呢？
畫著有點低級的漫畫之漫畫家後藤可久士，獨生女是小學四年級生的小姬，可久士，不管任何的事都是以愛女小姬為優先。
而慣父可久士不想讓女兒小姬知道的事情。那就是….。自己身為『漫畫家』的工作。
然後…。
小姬的母親行蹤去向，可久士的後悔、小姬的決心，父親為了女兒而展開的愛與歡笑的“隱瞞之事”
那些箱子將一個個被解開並開啟未來----【關於電影】電視動畫影集《隱瞞之事》於2020年4月公開後，廣獲好評。今年剛好慶祝久米田康治老師在漫畫界的第30個年頭，將以此作品為紀念，用電視版本重新編輯且加入新作畫的畫面，另外描述電視影集內所沒說到的最後故事。     
銀河騎士傳 織愛之星 | 愛情 動畫 戰爭 科幻 | 上映日期：2021-08-20 | 地球被未知的生命體．奇居子破壞，倖存的人類搭乘巨大的宇宙船「希德尼婭」航向星海，沒想到奇居子竟然在事隔100年後再度出現。再次面臨滅亡危機的人類，在人類與奇居子所生下的白羽衣紬，以及操縱衛人的王牌操縱士谷風長道的活躍下，暫時擊退了奇居子。人類在歷經苦戰之後終於獲得勝利。在那之後過了10年。希德尼婭的人們享受了一段短暫的和平。紬也偷偷喜歡著成為希德尼婭英雄的長道，就這樣過著和平的日子。但是艦長小林明白。只要奇居子還在，和平的日子就不會長久。於是她發起了賭上人類存亡的最後決戰。為了保護所愛的人，希德尼婭的最後一場戰鬥終於開始。          
大紅狗克里弗 | 動畫 冒險 喜劇 | 上映日期：2021-09-17 | 超級巨大的毛茸茸英雄即將登上大銀幕！改編自備受喜愛的經典童書，大紅狗克里弗將會教導全世界如何付出大大的愛！當中學生艾蜜莉伊莉莎白（達比坎普 飾）遇見一名擁有魔法的動物救援者（約翰克里斯 飾），而他又送給她一隻紅色的小狗狗，她絕對沒想到隔天一覺醒來，竟然會在她位於紐約市的小公寓，發現一隻三米高的巨大獵犬。因為她的單親媽媽（席安娜蓋蘿莉 飾）正在出差，於是艾蜜莉和她愛玩又孩子氣的凱西叔叔（傑克懷特霍爾 飾）就在被暱稱為大蘋果的紐約市，展開一場驚險刺激的冒險旅程，保證令人看得大呼過癮。          
